Unnamed: 0,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB
13914,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
13915,43+2,43+2,43+2,49+2,47+2,47+2,47+2,49+2,46+2,46+2,46+2,50+2,46+2,46+2,46+2,50+2,59+2,54+2,54+2,54+2,59+2,60+2,58+2,58+2,58+2,60+2
13916,60+2,60+2,60+2,58+2,59+2,59+2,59+2,58+2,55+2,55+2,55+2,54+2,45+2,45+2,45+2,54+2,40+2,34+2,34+2,34+2,40+2,38+2,34+2,34+2,34+2,38+2
13917,60+2,60+2,60+2,57+2,58+2,58+2,58+2,57+2,56+2,56+2,56+2,54+2,49+2,49+2,49+2,54+2,43+2,43+2,43+2,43+2,43+2,43+2,43+2,43+2,43+2,43+2
13918,55+2,55+2,55+2,60+2,57+2,57+2,57+2,60+2,58+2,58+2,58+2,60+2,57+2,57+2,57+2,60+2,61+2,57+2,57+2,57+2,61+2,60+2,56+2,56+2,56+2,60+2
13919,60+2,60+2,60+2,62+2,61+2,61+2,61+2,62+2,60+2,60+2,60+2,60+2,51+2,51+2,51+2,60+2,45+2,39+2,39+2,39+2,45+2,42+2,35+2,35+2,35+2,42+2
13920,53+2,53+2,53+2,55+2,54+2,54+2,54+2,55+2,54+2,54+2,54+2,57+2,55+2,55+2,55+2,57+2,61+2,58+2,58+2,58+2,61+2,61+2,58+2,58+2,58+2,61+2
13921,61+2,61+2,61+2,58+2,58+2,58+2,58+2,58+2,54+2,54+2,54+2,56+2,48+2,48+2,48+2,56+2,45+2,42+2,42+2,42+2,45+2,45+2,43+2,43+2,43+2,45+2
13922,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
13923,45+2,45+2,45+2,41+2,42+2,42+2,42+2,41+2,41+2,41+2,41+2,42+2,45+2,45+2,45+2,42+2,52+2,54+2,54+2,54+2,52+2,55+2,61+2,61+2,61+2,55+2
13924,48+2,48+2,48+2,51+2,50+2,50+2,50+2,51+2,53+2,53+2,53+2,53+2,56+2,56+2,56+2,53+2,59+2,60+2,60+2,60+2,59+2,59+2,59+2,59+2,59+2,59+2
13925,55+2,55+2,55+2,56+2,55+2,55+2,55+2,56+2,55+2,55+2,55+2,58+2,58+2,58+2,58+2,58+2,61+2,59+2,59+2,59+2,61+2,60+2,58+2,58+2,58+2,60+2
13926,56+2,56+2,56+2,56+2,57+2,57+2,57+2,56+2,58+2,58+2,58+2,58+2,59+2,59+2,59+2,58+2,60+2,61+2,61+2,61+2,60+2,60+2,61+2,61+2,61+2,60+2
13927,59+2,59+2,59+2,61+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,61+2,60+2,60+2,60+2,61+2,60+2,60+2,60+2,60+2,60+2,60+2,59+2,59+2,59+2,60+2
13928,60+2,60+2,60+2,58+2,59+2,59+2,59+2,58+2,56+2,56+2,56+2,56+2,47+2,47+2,47+2,56+2,41+2,37+2,37+2,37+2,41+2,40+2,36+2,36+2,36+2,40+2
13929,55+2,55+2,55+2,60+2,59+2,59+2,59+2,60+2,59+2,59+2,59+2,60+2,54+2,54+2,54+2,60+2,50+2,46+2,46+2,46+2,50+2,48+2,41+2,41+2,41+2,48+2
13930,54+2,54+2,54+2,55+2,54+2,54+2,54+2,55+2,53+2,53+2,53+2,57+2,53+2,53+2,53+2,57+2,60+2,56+2,56+2,56+2,60+2,60+2,59+2,59+2,59+2,60+2
13931,52+2,52+2,52+2,59+2,56+2,56+2,56+2,59+2,58+2,58+2,58+2,61+2,60+2,60+2,60+2,61+2,64+2,62+2,62+2,62+2,64+2,63+2,60+2,60+2,60+2,63+2
13932,52+2,52+2,52+2,61+2,58+2,58+2,58+2,61+2,60+2,60+2,60+2,62+2,60+2,60+2,60+2,62+2,62+2,60+2,60+2,60+2,62+2,61+2,55+2,55+2,55+2,61+2
13933,60+2,60+2,60+2,62+2,61+2,61+2,61+2,62+2,60+2,60+2,60+2,61+2,51+2,51+2,51+2,61+2,46+2,42+2,42+2,42+2,46+2,44+2,40+2,40+2,40+2,44+2
13934,51+2,51+2,51+2,60+2,57+2,57+2,57+2,60+2,60+2,60+2,60+2,60+2,55+2,55+2,55+2,60+2,47+2,42+2,42+2,42+2,47+2,43+2,33+2,33+2,33+2,43+2
13935,56+2,56+2,56+2,61+2,59+2,59+2,59+2,61+2,58+2,58+2,58+2,60+2,50+2,50+2,50+2,60+2,44+2,38+2,38+2,38+2,44+2,41+2,31+2,31+2,31+2,41+2
13936,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
13937,54+2,54+2,54+2,56+2,54+2,54+2,54+2,56+2,54+2,54+2,54+2,56+2,55+2,55+2,55+2,56+2,61+2,60+2,60+2,60+2,61+2,60+2,62+2,62+2,62+2,60+2
13938,53+2,53+2,53+2,59+2,59+2,59+2,59+2,59+2,62+2,62+2,62+2,61+2,60+2,60+2,60+2,61+2,53+2,52+2,52+2,52+2,53+2,51+2,44+2,44+2,44+2,51+2
13939,56+2,56+2,56+2,61+2,59+2,59+2,59+2,61+2,60+2,60+2,60+2,61+2,55+2,55+2,55+2,61+2,51+2,48+2,48+2,48+2,51+2,48+2,43+2,43+2,43+2,48+2
13940,43+2,43+2,43+2,47+2,46+2,46+2,46+2,47+2,50+2,50+2,50+2,50+2,53+2,53+2,53+2,50+2,53+2,58+2,58+2,58+2,53+2,54+2,60+2,60+2,60+2,54+2
13941,54+2,54+2,54+2,61+2,58+2,58+2,58+2,61+2,58+2,58+2,58+2,61+2,54+2,54+2,54+2,61+2,51+2,46+2,46+2,46+2,51+2,48+2,39+2,39+2,39+2,48+2
13942,57+2,57+2,57+2,60+2,60+2,60+2,60+2,60+2,61+2,61+2,61+2,59+2,56+2,56+2,56+2,59+2,49+2,47+2,47+2,47+2,49+2,47+2,43+2,43+2,43+2,47+2
13943,60+2,60+2,60+2,61+2,62+2,62+2,62+2,61+2,60+2,60+2,60+2,60+2,52+2,52+2,52+2,60+2,44+2,40+2,40+2,40+2,44+2,42+2,38+2,38+2,38+2,42+2
13944,56+2,56+2,56+2,60+2,58+2,58+2,58+2,60+2,58+2,58+2,58+2,60+2,55+2,55+2,55+2,60+2,51+2,47+2,47+2,47+2,51+2,49+2,41+2,41+2,41+2,49+2
13945,40+2,40+2,40+2,41+2,40+2,40+2,40+2,41+2,43+2,43+2,43+2,45+2,49+2,49+2,49+2,45+2,54+2,57+2,57+2,57+2,54+2,55+2,59+2,59+2,59+2,55+2
13946,57+2,57+2,57+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,59+2,54+2,54+2,54+2,59+2,45+2,41+2,41+2,41+2,45+2,42+2,34+2,34+2,34+2,42+2
13947,46+2,46+2,46+2,43+2,44+2,44+2,44+2,43+2,45+2,45+2,45+2,46+2,50+2,50+2,50+2,46+2,53+2,57+2,57+2,57+2,53+2,55+2,60+2,60+2,60+2,55+2
13948,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
13949,57+2,57+2,57+2,58+2,59+2,59+2,59+2,58+2,60+2,60+2,60+2,59+2,59+2,59+2,59+2,59+2,53+2,54+2,54+2,54+2,53+2,52+2,50+2,50+2,50+2,52+2
13950,35+2,35+2,35+2,32+2,33+2,33+2,33+2,32+2,32+2,32+2,32+2,34+2,36+2,36+2,36+2,34+2,48+2,50+2,50+2,50+2,48+2,50+2,59+2,59+2,59+2,50+2
13951,56+2,56+2,56+2,61+2,59+2,59+2,59+2,61+2,61+2,61+2,61+2,62+2,62+2,62+2,62+2,62+2,61+2,61+2,61+2,61+2,61+2,60+2,60+2,60+2,60+2,60+2
13952,52+2,52+2,52+2,54+2,54+2,54+2,54+2,54+2,57+2,57+2,57+2,55+2,58+2,58+2,58+2,55+2,56+2,60+2,60+2,60+2,56+2,56+2,59+2,59+2,59+2,56+2
13953,39+2,39+2,39+2,34+2,35+2,35+2,35+2,34+2,34+2,34+2,34+2,35+2,37+2,37+2,37+2,35+2,48+2,49+2,49+2,49+2,48+2,52+2,60+2,60+2,60+2,52+2
13954,59+2,59+2,59+2,57+2,58+2,58+2,58+2,57+2,55+2,55+2,55+2,54+2,46+2,46+2,46+2,54+2,39+2,35+2,35+2,35+2,39+2,37+2,33+2,33+2,33+2,37+2
13955,57+2,57+2,57+2,60+2,60+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,60+2,60+2,60+2,61+2,57+2,56+2,56+2,56+2,57+2,56+2,51+2,51+2,51+2,56+2
13956,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
13957,35+2,35+2,35+2,32+2,33+2,33+2,33+2,32+2,36+2,36+2,36+2,35+2,43+2,43+2,43+2,35+2,48+2,55+2,55+2,55+2,48+2,50+2,60+2,60+2,60+2,50+2
13958,53+2,53+2,53+2,59+2,57+2,57+2,57+2,59+2,59+2,59+2,59+2,60+2,59+2,59+2,59+2,60+2,60+2,59+2,59+2,59+2,60+2,60+2,57+2,57+2,57+2,60+2
13959,46+2,46+2,46+2,48+2,46+2,46+2,46+2,48+2,48+2,48+2,48+2,50+2,52+2,52+2,52+2,50+2,59+2,59+2,59+2,59+2,59+2,60+2,59+2,59+2,59+2,60+2
13960,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
13961,58+2,58+2,58+2,61+2,60+2,60+2,60+2,61+2,62+2,62+2,62+2,60+2,59+2,59+2,59+2,60+2,54+2,55+2,55+2,55+2,54+2,53+2,51+2,51+2,51+2,53+2
13962,60+2,60+2,60+2,60+2,61+2,61+2,61+2,60+2,60+2,60+2,60+2,58+2,54+2,54+2,54+2,58+2,44+2,44+2,44+2,44+2,44+2,41+2,40+2,40+2,40+2,41+2
13963,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
13964,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
13965,58+2,58+2,58+2,62+2,60+2,60+2,60+2,62+2,60+2,60+2,60+2,61+2,54+2,54+2,54+2,61+2,52+2,47+2,47+2,47+2,52+2,49+2,42+2,42+2,42+2,49+2
13966,47+2,47+2,47+2,53+2,50+2,50+2,50+2,53+2,50+2,50+2,50+2,54+2,49+2,49+2,49+2,54+2,59+2,54+2,54+2,54+2,59+2,59+2,57+2,57+2,57+2,59+2
13967,53+2,53+2,53+2,57+2,55+2,55+2,55+2,57+2,55+2,55+2,55+2,59+2,54+2,54+2,54+2,59+2,60+2,56+2,56+2,56+2,60+2,60+2,55+2,55+2,55+2,60+2
13968,46+2,46+2,46+2,48+2,45+2,45+2,45+2,48+2,45+2,45+2,45+2,49+2,46+2,46+2,46+2,49+2,58+2,54+2,54+2,54+2,58+2,59+2,58+2,58+2,58+2,59+2
13969,57+2,57+2,57+2,61+2,61+2,61+2,61+2,61+2,60+2,60+2,60+2,60+2,54+2,54+2,54+2,60+2,46+2,42+2,42+2,42+2,46+2,43+2,35+2,35+2,35+2,43+2
13970,51+2,51+2,51+2,55+2,54+2,54+2,54+2,55+2,56+2,56+2,56+2,57+2,58+2,58+2,58+2,57+2,59+2,59+2,59+2,59+2,59+2,58+2,57+2,57+2,57+2,58+2
13971,41+2,41+2,41+2,40+2,40+2,40+2,40+2,40+2,40+2,40+2,40+2,43+2,44+2,44+2,44+2,43+2,55+2,55+2,55+2,55+2,55+2,57+2,59+2,59+2,59+2,57+2
13972,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
13973,53+2,53+2,53+2,56+2,56+2,56+2,56+2,56+2,58+2,58+2,58+2,58+2,60+2,60+2,60+2,58+2,59+2,62+2,62+2,62+2,59+2,59+2,61+2,61+2,61+2,59+2
13974,57+2,57+2,57+2,61+2,60+2,60+2,60+2,61+2,60+2,60+2,60+2,62+2,57+2,57+2,57+2,62+2,55+2,53+2,53+2,53+2,55+2,54+2,49+2,49+2,49+2,54+2
13975,59+2,59+2,59+2,60+2,59+2,59+2,59+2,60+2,59+2,59+2,59+2,60+2,54+2,54+2,54+2,60+2,48+2,45+2,45+2,45+2,48+2,46+2,41+2,41+2,41+2,46+2
13976,52+2,52+2,52+2,56+2,55+2,55+2,55+2,56+2,56+2,56+2,56+2,57+2,57+2,57+2,57+2,57+2,61+2,58+2,58+2,58+2,61+2,60+2,60+2,60+2,60+2,60+2
13977,60+2,60+2,60+2,55+2,57+2,57+2,57+2,55+2,54+2,54+2,54+2,52+2,45+2,45+2,45+2,52+2,38+2,35+2,35+2,35+2,38+2,37+2,37+2,37+2,37+2,37+2
13978,50+2,50+2,50+2,53+2,50+2,50+2,50+2,53+2,51+2,51+2,51+2,54+2,53+2,53+2,53+2,54+2,60+2,57+2,57+2,57+2,60+2,60+2,59+2,59+2,59+2,60+2
13979,58+2,58+2,58+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,55+2,55+2,55+2,59+2,50+2,48+2,48+2,48+2,50+2,49+2,44+2,44+2,44+2,49+2
13980,48+2,48+2,48+2,55+2,52+2,52+2,52+2,55+2,52+2,52+2,52+2,57+2,52+2,52+2,52+2,57+2,61+2,55+2,55+2,55+2,61+2,60+2,55+2,55+2,55+2,60+2
13981,60+2,60+2,60+2,55+2,57+2,57+2,57+2,55+2,56+2,56+2,56+2,54+2,52+2,52+2,52+2,54+2,42+2,43+2,43+2,43+2,42+2,40+2,41+2,41+2,41+2,40+2
13982,37+2,37+2,37+2,35+2,35+2,35+2,35+2,35+2,37+2,37+2,37+2,38+2,42+2,42+2,42+2,38+2,50+2,54+2,54+2,54+2,50+2,52+2,60+2,60+2,60+2,52+2
13983,39+2,39+2,39+2,36+2,37+2,37+2,37+2,36+2,40+2,40+2,40+2,39+2,45+2,45+2,45+2,39+2,49+2,54+2,54+2,54+2,49+2,52+2,60+2,60+2,60+2,52+2
13984,43+2,43+2,43+2,42+2,43+2,43+2,43+2,42+2,42+2,42+2,42+2,44+2,45+2,45+2,45+2,44+2,56+2,55+2,55+2,55+2,56+2,59+2,60+2,60+2,60+2,59+2
13985,48+2,48+2,48+2,49+2,48+2,48+2,48+2,49+2,48+2,48+2,48+2,51+2,50+2,50+2,50+2,51+2,59+2,57+2,57+2,57+2,59+2,60+2,61+2,61+2,61+2,60+2
13986,60+2,60+2,60+2,53+2,57+2,57+2,57+2,53+2,53+2,53+2,53+2,51+2,47+2,47+2,47+2,51+2,42+2,43+2,43+2,43+2,42+2,41+2,46+2,46+2,46+2,41+2
13987,61+2,61+2,61+2,60+2,60+2,60+2,60+2,60+2,58+2,58+2,58+2,59+2,52+2,52+2,52+2,59+2,49+2,44+2,44+2,44+2,49+2,46+2,43+2,43+2,43+2,46+2
13988,39+2,39+2,39+2,36+2,36+2,36+2,36+2,36+2,37+2,37+2,37+2,38+2,42+2,42+2,42+2,38+2,50+2,54+2,54+2,54+2,50+2,52+2,60+2,60+2,60+2,52+2
13989,60+2,60+2,60+2,59+2,59+2,59+2,59+2,59+2,58+2,58+2,58+2,59+2,53+2,53+2,53+2,59+2,50+2,47+2,47+2,47+2,50+2,49+2,47+2,47+2,47+2,49+2
13990,41+2,41+2,41+2,41+2,41+2,41+2,41+2,41+2,44+2,44+2,44+2,43+2,48+2,48+2,48+2,43+2,51+2,56+2,56+2,56+2,51+2,53+2,59+2,59+2,59+2,53+2
13991,49+2,49+2,49+2,52+2,52+2,52+2,52+2,52+2,55+2,55+2,55+2,55+2,59+2,59+2,59+2,55+2,59+2,62+2,62+2,62+2,59+2,59+2,60+2,60+2,60+2,59+2
13992,57+2,57+2,57+2,60+2,60+2,60+2,60+2,60+2,59+2,59+2,59+2,60+2,54+2,54+2,54+2,60+2,47+2,41+2,41+2,41+2,47+2,44+2,34+2,34+2,34+2,44+2
13993,53+2,53+2,53+2,54+2,53+2,53+2,53+2,54+2,55+2,55+2,55+2,56+2,57+2,57+2,57+2,56+2,59+2,60+2,60+2,60+2,59+2,59+2,60+2,60+2,60+2,59+2
13994,38+2,38+2,38+2,33+2,34+2,34+2,34+2,33+2,33+2,33+2,33+2,35+2,36+2,36+2,36+2,35+2,50+2,50+2,50+2,50+2,50+2,55+2,59+2,59+2,59+2,55+2
13995,51+2,51+2,51+2,55+2,52+2,52+2,52+2,55+2,52+2,52+2,52+2,55+2,52+2,52+2,52+2,55+2,59+2,57+2,57+2,57+2,59+2,59+2,61+2,61+2,61+2,59+2
13996,41+2,41+2,41+2,42+2,40+2,40+2,40+2,42+2,42+2,42+2,42+2,45+2,46+2,46+2,46+2,45+2,54+2,55+2,55+2,55+2,54+2,54+2,59+2,59+2,59+2,54+2
13997,53+2,53+2,53+2,58+2,57+2,57+2,57+2,58+2,59+2,59+2,59+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,59+2,58+2,58+2,58+2,59+2
13998,61+2,61+2,61+2,59+2,61+2,61+2,61+2,59+2,61+2,61+2,61+2,58+2,59+2,59+2,59+2,58+2,52+2,53+2,53+2,53+2,52+2,52+2,51+2,51+2,51+2,52+2
13999,53+2,53+2,53+2,57+2,57+2,57+2,57+2,57+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,57+2,58+2,58+2,58+2,57+2,56+2,54+2,54+2,54+2,56+2
14000,57+2,57+2,57+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,57+2,57+2,57+2,60+2,52+2,50+2,50+2,50+2,52+2,50+2,45+2,45+2,45+2,50+2
14001,44+2,44+2,44+2,50+2,46+2,46+2,46+2,50+2,48+2,48+2,48+2,52+2,49+2,49+2,49+2,52+2,58+2,55+2,55+2,55+2,58+2,59+2,59+2,59+2,59+2,59+2
14002,61+2,61+2,61+2,61+2,60+2,60+2,60+2,61+2,58+2,58+2,58+2,59+2,53+2,53+2,53+2,59+2,51+2,47+2,47+2,47+2,51+2,49+2,48+2,48+2,48+2,49+2
14003,53+2,53+2,53+2,53+2,53+2,53+2,53+2,53+2,53+2,53+2,53+2,54+2,54+2,54+2,54+2,54+2,58+2,59+2,59+2,59+2,58+2,59+2,61+2,61+2,61+2,59+2
14004,60+2,60+2,60+2,55+2,58+2,58+2,58+2,55+2,55+2,55+2,55+2,53+2,48+2,48+2,48+2,53+2,38+2,36+2,36+2,36+2,38+2,37+2,35+2,35+2,35+2,37+2
14005,50+2,50+2,50+2,58+2,54+2,54+2,54+2,58+2,57+2,57+2,57+2,60+2,57+2,57+2,57+2,60+2,61+2,58+2,58+2,58+2,61+2,60+2,56+2,56+2,56+2,60+2
14006,54+2,54+2,54+2,58+2,57+2,57+2,57+2,58+2,58+2,58+2,58+2,59+2,58+2,58+2,58+2,59+2,60+2,59+2,59+2,59+2,60+2,60+2,57+2,57+2,57+2,60+2
14007,59+2,59+2,59+2,60+2,60+2,60+2,60+2,60+2,59+2,59+2,59+2,58+2,53+2,53+2,53+2,58+2,50+2,48+2,48+2,48+2,50+2,49+2,45+2,45+2,45+2,49+2
14008,58+2,58+2,58+2,61+2,61+2,61+2,61+2,61+2,60+2,60+2,60+2,59+2,52+2,52+2,52+2,59+2,43+2,38+2,38+2,38+2,43+2,41+2,32+2,32+2,32+2,41+2
14009,53+2,53+2,53+2,52+2,52+2,52+2,52+2,52+2,50+2,50+2,50+2,54+2,52+2,52+2,52+2,54+2,59+2,57+2,57+2,57+2,59+2,59+2,59+2,59+2,59+2,59+2
14010,57+2,57+2,57+2,61+2,59+2,59+2,59+2,61+2,60+2,60+2,60+2,62+2,60+2,60+2,60+2,62+2,62+2,61+2,61+2,61+2,62+2,61+2,60+2,60+2,60+2,61+2
14011,51+2,51+2,51+2,59+2,57+2,57+2,57+2,59+2,59+2,59+2,59+2,60+2,55+2,55+2,55+2,60+2,47+2,43+2,43+2,43+2,47+2,43+2,33+2,33+2,33+2,43+2
14012,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
14013,44+2,44+2,44+2,48+2,46+2,46+2,46+2,48+2,50+2,50+2,50+2,52+2,55+2,55+2,55+2,52+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2
14014,50+2,50+2,50+2,55+2,54+2,54+2,54+2,55+2,58+2,58+2,58+2,57+2,59+2,59+2,59+2,57+2,56+2,58+2,58+2,58+2,56+2,55+2,55+2,55+2,55+2,55+2
14015,50+2,50+2,50+2,51+2,49+2,49+2,49+2,51+2,49+2,49+2,49+2,52+2,51+2,51+2,51+2,52+2,59+2,58+2,58+2,58+2,59+2,60+2,61+2,61+2,61+2,60+2
14016,45+2,45+2,45+2,45+2,44+2,44+2,44+2,45+2,45+2,45+2,45+2,47+2,48+2,48+2,48+2,47+2,57+2,57+2,57+2,57+2,57+2,59+2,62+2,62+2,62+2,59+2
14017,57+2,57+2,57+2,57+2,58+2,58+2,58+2,57+2,58+2,58+2,58+2,58+2,59+2,59+2,59+2,58+2,60+2,61+2,61+2,61+2,60+2,61+2,61+2,61+2,61+2,61+2
14018,54+2,54+2,54+2,57+2,56+2,56+2,56+2,57+2,58+2,58+2,58+2,59+2,59+2,59+2,59+2,59+2,60+2,60+2,60+2,60+2,60+2,60+2,59+2,59+2,59+2,60+2
14019,48+2,48+2,48+2,54+2,51+2,51+2,51+2,54+2,52+2,52+2,52+2,54+2,51+2,51+2,51+2,54+2,59+2,54+2,54+2,54+2,59+2,59+2,56+2,56+2,56+2,59+2
14020,51+2,51+2,51+2,58+2,57+2,57+2,57+2,58+2,60+2,60+2,60+2,58+2,56+2,56+2,56+2,58+2,48+2,46+2,46+2,46+2,48+2,46+2,40+2,40+2,40+2,46+2
14021,50+2,50+2,50+2,52+2,51+2,51+2,51+2,52+2,49+2,49+2,49+2,52+2,49+2,49+2,49+2,52+2,58+2,55+2,55+2,55+2,58+2,59+2,58+2,58+2,58+2,59+2
14022,57+2,57+2,57+2,59+2,59+2,59+2,59+2,59+2,60+2,60+2,60+2,61+2,60+2,60+2,60+2,61+2,59+2,58+2,58+2,58+2,59+2,59+2,56+2,56+2,56+2,59+2
14023,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
14024,57+2,57+2,57+2,59+2,59+2,59+2,59+2,59+2,60+2,60+2,60+2,58+2,57+2,57+2,57+2,58+2,50+2,51+2,51+2,51+2,50+2,49+2,48+2,48+2,48+2,49+2
14025,57+2,57+2,57+2,60+2,58+2,58+2,58+2,60+2,59+2,59+2,59+2,60+2,59+2,59+2,59+2,60+2,61+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,61+2,61+2
14026,53+2,53+2,53+2,53+2,54+2,54+2,54+2,53+2,55+2,55+2,55+2,55+2,57+2,57+2,57+2,55+2,58+2,60+2,60+2,60+2,58+2,58+2,60+2,60+2,60+2,58+2
14027,44+2,44+2,44+2,43+2,42+2,42+2,42+2,43+2,43+2,43+2,43+2,44+2,45+2,45+2,45+2,44+2,52+2,53+2,53+2,53+2,52+2,54+2,59+2,59+2,59+2,54+2
14028,39+2,39+2,39+2,35+2,35+2,35+2,35+2,35+2,36+2,36+2,36+2,38+2,41+2,41+2,41+2,38+2,50+2,53+2,53+2,53+2,50+2,53+2,59+2,59+2,59+2,53+2
14029,49+2,49+2,49+2,54+2,51+2,51+2,51+2,54+2,50+2,50+2,50+2,54+2,48+2,48+2,48+2,54+2,59+2,54+2,54+2,54+2,59+2,60+2,59+2,59+2,59+2,60+2
14030,55+2,55+2,55+2,60+2,58+2,58+2,58+2,60+2,58+2,58+2,58+2,59+2,53+2,53+2,53+2,59+2,50+2,46+2,46+2,46+2,50+2,47+2,41+2,41+2,41+2,47+2
14031,58+2,58+2,58+2,60+2,59+2,59+2,59+2,60+2,60+2,60+2,60+2,60+2,59+2,59+2,59+2,60+2,58+2,58+2,58+2,58+2,58+2,56+2,55+2,55+2,55+2,56+2
14032,55+2,55+2,55+2,60+2,57+2,57+2,57+2,60+2,57+2,57+2,57+2,60+2,54+2,54+2,54+2,60+2,53+2,48+2,48+2,48+2,53+2,50+2,40+2,40+2,40+2,50+2
14033,43+2,43+2,43+2,48+2,46+2,46+2,46+2,48+2,49+2,49+2,49+2,51+2,54+2,54+2,54+2,51+2,58+2,59+2,59+2,59+2,58+2,59+2,60+2,60+2,60+2,59+2
14034,41+2,41+2,41+2,43+2,41+2,41+2,41+2,43+2,42+2,42+2,42+2,43+2,42+2,42+2,42+2,43+2,50+2,51+2,51+2,51+2,50+2,53+2,59+2,59+2,59+2,53+2
14035,44+2,44+2,44+2,44+2,44+2,44+2,44+2,44+2,46+2,46+2,46+2,47+2,50+2,50+2,50+2,47+2,54+2,57+2,57+2,57+2,54+2,54+2,59+2,59+2,59+2,54+2
14036,41+2,41+2,41+2,38+2,39+2,39+2,39+2,38+2,40+2,40+2,40+2,41+2,45+2,45+2,45+2,41+2,51+2,54+2,54+2,54+2,51+2,54+2,59+2,59+2,59+2,54+2
14037,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
14038,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
14039,38+2,38+2,38+2,34+2,34+2,34+2,34+2,34+2,33+2,33+2,33+2,36+2,37+2,37+2,37+2,36+2,50+2,50+2,50+2,50+2,50+2,53+2,59+2,59+2,59+2,53+2
14040,46+2,46+2,46+2,50+2,49+2,49+2,49+2,50+2,51+2,51+2,51+2,52+2,53+2,53+2,53+2,52+2,59+2,60+2,60+2,60+2,59+2,59+2,61+2,61+2,61+2,59+2
14041,55+2,55+2,55+2,57+2,57+2,57+2,57+2,57+2,59+2,59+2,59+2,59+2,61+2,61+2,61+2,59+2,60+2,61+2,61+2,61+2,60+2,59+2,58+2,58+2,58+2,59+2
14042,44+2,44+2,44+2,45+2,45+2,45+2,45+2,45+2,46+2,46+2,46+2,48+2,50+2,50+2,50+2,48+2,55+2,58+2,58+2,58+2,55+2,56+2,60+2,60+2,60+2,56+2
14043,47+2,47+2,47+2,42+2,44+2,44+2,44+2,42+2,43+2,43+2,43+2,44+2,47+2,47+2,47+2,44+2,52+2,54+2,54+2,54+2,52+2,54+2,59+2,59+2,59+2,54+2
14044,57+2,57+2,57+2,58+2,57+2,57+2,57+2,58+2,56+2,56+2,56+2,60+2,55+2,55+2,55+2,60+2,58+2,54+2,54+2,54+2,58+2,57+2,52+2,52+2,52+2,57+2
14045,60+2,60+2,60+2,62+2,61+2,61+2,61+2,62+2,61+2,61+2,61+2,61+2,54+2,54+2,54+2,61+2,45+2,41+2,41+2,41+2,45+2,42+2,38+2,38+2,38+2,42+2
14046,59+2,59+2,59+2,55+2,57+2,57+2,57+2,55+2,54+2,54+2,54+2,54+2,49+2,49+2,49+2,54+2,40+2,37+2,37+2,37+2,40+2,38+2,32+2,32+2,32+2,38+2
14047,54+2,54+2,54+2,59+2,59+2,59+2,59+2,59+2,60+2,60+2,60+2,60+2,58+2,58+2,58+2,60+2,53+2,53+2,53+2,53+2,53+2,51+2,48+2,48+2,48+2,51+2
14048,59+2,59+2,59+2,56+2,58+2,58+2,58+2,56+2,55+2,55+2,55+2,55+2,49+2,49+2,49+2,55+2,43+2,40+2,40+2,40+2,43+2,42+2,38+2,38+2,38+2,42+2
14049,41+2,41+2,41+2,37+2,38+2,38+2,38+2,37+2,38+2,38+2,38+2,39+2,41+2,41+2,41+2,39+2,50+2,52+2,52+2,52+2,50+2,53+2,59+2,59+2,59+2,53+2
